"AÑO","SEMESTRE","SEXO BIOLOGICO","PROGRAMA","PAIS NACIMIENTO","DEPARTAMENTO NACIMIENTO","MUNICIPIO NACIMIENTO","NUMERO MATERIAS INSCRITAS","NUMERO MATERIAS APROBADAS","NIVEL_ACADEMICO","ESTRATO"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","BELLO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","LA CEJA","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","RIONEGRO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","M","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","RIONEGRO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","M","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","ENTRERRIOS","N/A","N/A","Curso de Extensión","N/A"
"2024","2","M","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","CARMEN DE VIBORAL","N/A","N/A","Curso de Extensión","N/A"
"2024","2","F","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","F","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial - Guarne","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial- Necoclí","Sin información","ANTIOQUIA","NECOCLI","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial- Necoclí","Sin información","ANTIOQUIA","NECOCLI","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial- Necoclí","Sin información","ANTIOQUIA","NECOCLI","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial- Necoclí","Sin información","ANTIOQUIA","NECOCLI","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial- Necoclí","Sin información","ANTIOQUIA","NECOCLI","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial- Necoclí","Sin información","ANTIOQUIA","NECOCLI","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial- Necoclí","Sin información","ANTIOQUIA","NECOCLI","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial- Necoclí","Sin información","ANTIOQUIA","NECOCLI","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial- Necoclí","Sin información","ANTIOQUIA","NECOCLI","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial- Necoclí","Sin información","ANTIOQUIA","NECOCLI","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial- Necoclí","Sin información","ANTIOQUIA","NECOCLI","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial- Necoclí","Sin información","ANTIOQUIA","NECOCLI","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial- Necoclí","Sin información","ANTIOQUIA","NECOCLI","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial- Necoclí","Sin información","ANTIOQUIA","NECOCLI","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial- Necoclí","Sin información","ANTIOQUIA","NECOCLI","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial- Necoclí","Sin información","ANTIOQUIA","NECOCLI","N/A","N/A","Curso de Extensión","N/A"
"2024","2","M","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial- Necoclí","Sin información","ANTIOQUIA","ARBOLETES","N/A","N/A","Curso de Extensión","N/A"
"2024","2","F","Diplomado Herramientas de Administración Pública y Conocimiento del Desarrollo Territorial- Necoclí","Sin información","ANTIOQUIA","ARBOLETES","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés Básico para el Sector Turístico - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés Básico para el Sector Turístico - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés Básico para el Sector Turístico - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés Básico para el Sector Turístico - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés Básico para el Sector Turístico - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés Básico para el Sector Turístico - Guarne","Sin información","ANTIOQUIA","BELLO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés Básico para el Sector Turístico - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés Básico para el Sector Turístico - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés Básico para el Sector Turístico - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés Básico para el Sector Turístico - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés Básico para el Sector Turístico - Guarne","Sin información","ANTIOQUIA","RIONEGRO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés Básico para el Sector Turístico - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés Básico para el Sector Turístico - Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","M","Diplomado Inglés Básico para el Sector Turístico - Guarne","Sin información","ANTIOQUIA","RIONEGRO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","M","Diplomado Inglés Básico para el Sector Turístico - Guarne","Sin información","ANTIOQUIA","ENVIGADO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés para Negocios- Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés para Negocios- Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés para Negocios- Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés para Negocios- Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés para Negocios- Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés para Negocios- Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés para Negocios- Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés para Negocios- Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés para Negocios- Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés para Negocios- Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés para Negocios- Guarne","Sin información","ANTIOQUIA","RIONEGRO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Inglés para Negocios- Guarne","Sin información","ANTIOQUIA","GUARNE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","M","Diplomado Inglés para Negocios- Guarne","Sin información","ANTIOQUIA","ENVIGADO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","BADEN-WÜRTTEMBERG","ESSLINGEN AM NECKAR","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","FRONTINO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","CARAMANTA","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","YARUMAL","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","BOLIVAR","CARTAGENA","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","APARTADO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MUTATA","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","OLAYA","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","VALPARAISO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","COPACABANA","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","VALLE DEL CAUCA","YUMBO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","JERICO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","BELLO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","SOPETRAN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","SAN JERONIMO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","LA ESTRELLA","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","PUERTO BERRIO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","CAMPAMENTO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","ANDES","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","VALPARAISO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","AMAGA","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","CAMPAMENTO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","ANZA","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","CARAMANTA","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","YARUMAL","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","LA ESTRELLA","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","LA ESTRELLA","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","BELLO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","BALKH","MAZAR-E-SHARIF","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","SAN RAFAEL","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","SANTA BARBARA","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","ITAGUI","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","SABANALARGA","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","BELLO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","ENVIGADO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","LA CEJA","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","ENVIGADO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","PUERTO BERRIO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","OTRO","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","MEDELLIN","N/A","N/A","Curso de Extensión","N/A"
"2024","2","M","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","SAN ROQUE","N/A","N/A","Curso de Extensión","N/A"
"2024","2","M","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","BOGOTA D.C","BOGOTÁ D.C.","N/A","N/A","Curso de Extensión","N/A"
"2024","2","M","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","SANTO DOMINGO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","M","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","GIRARDOTA","N/A","N/A","Curso de Extensión","N/A"
"2024","2","M","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","SAN FRANCISCO","N/A","N/A","Curso de Extensión","N/A"
"2024","2","M","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","ANORI","N/A","N/A","Curso de Extensión","N/A"
"2024","2","M","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","COPACABANA","N/A","N/A","Curso de Extensión","N/A"
"2024","2","M","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","ARBOLETES","N/A","N/A","Curso de Extensión","N/A"
"2024","2","F","Diplomado Instrumentos básicos de las políticas públicas para el control social-  contraloria","Sin información","ANTIOQUIA","JERICO","N/A","N/A","Curso de Extensión","N/A"
